Gene	log2(MB231_day21)-log2(MB231_day7)	log2(LM2_day21)-log2(LM2_day7)
RTN4RL2	-0.300270199	-0.530083843
RTP1	-0.003939873	-0.400314739
RTP2	-0.610074622	-1.01037483
RTP3	-0.459095118	-1.230087188
RTP4	-0.092571574	-0.560234599
RTTN	-0.335532653	0.288428849
RUFY1	0.389188277	-1.441052097
RUFY2	-0.308863066	-1.040723321
RUFY3	0.161640325	-0.314424805
RUNDC1	-0.646812287	-1.135050151
RUNDC3A	-0.418058921	0.021310352
RUNDC3B	-0.32395066	-1.877963049
RUNX1	-0.056515445	0.06636731
RUNX1T1	0.150484205	-1.085863165
RUNX2	-0.010350648	-0.006491015
RUNX3	0.061031591	-0.686259591
RUSC1	-0.175972942	0.410919122
RUSC2	-0.539493258	-1.021633435
RUVBL1	-0.976549487	-1.438606419
RUVBL2	-1.171617416	-1.991953869
RWDD1	-0.200399833	-3.113578927
RWDD2A	-0.219511737	-0.673499138
RWDD2B	-0.373927609	-1.276724986
RWDD3	-0.231930294	-1.131762918
RXFP1	-0.196183619	-1.032259056
RXFP2	-0.300892239	-0.313885489
RXFP3	-0.059965997	-1.513696673
RXFP4	-0.206852354	-1.089964654
RXRA	-0.715088041	-0.255245115
RXRB	-0.385852269	-0.489544621
RXRG	-1.069994793	-0.183708146
RYBP	-0.057531381	-1.17131733
RYK	-0.017368364	-1.557282421
RYR1	-0.20185251	-0.435382679
RYR2	-0.338094002	-0.669278313
RYR3	-0.119680042	-1.203394067
S100A1	-0.028181626	-0.829511147
S100A10	0.139636669	0.355742939
S100A11	-0.230345259	0.195224596
S100A12	-0.249344945	-0.089496581
S100A13	-0.92681886	0.209125711
S100A14	-0.322213558	-0.521175559
S100A16	-0.246215042	-0.445495463
S100A2	0.122366706	-0.312362756
S100A3	-0.432805918	-0.650010346
S100A4	0.166939838	-1.281194088
S100A5	-0.136934691	0.408420318
S100A6	-0.623038737	-0.699625634
S100A7	-0.234836711	-0.599619049
S100A7A	-0.01090063	-0.428497097
S100A8	0.639502966	-1.897878659
S100A9	-0.419957987	-1.145111877
S100B	0.109653245	-0.340621817
S100G	-0.034556953	-0.693069552
S100P	0.336180479	0.014216403
S100PBP	-0.651148409	-2.238367999
S100Z	-0.225709498	-2.109695673
S1PR1	-0.668543806	-0.472568286
S1PR2	-0.333079818	-1.13270706
S1PR3	-0.474983189	-1.010024895
S1PR4	-0.364756324	-0.96240798
S1PR5	-0.576334659	-1.651562541
SAA1	-0.158748481	-1.955699812
SAA2	-0.330653681	-0.81448066
SAA4	-0.324188182	-0.777435351
SAAL1	-0.059974622	-0.35885757
SAC3D1	-0.500399846	-0.664863546
SACM1L	-1.614037107	-2.378700325
SACS	-0.491464449	-0.309088924
SAE1	-0.826061075	-0.805198196
SAFB	-1.195374532	-2.084690974
SAFB2	-0.076740036	-0.663789198
SAG	-0.462836615	-0.54610918
SAGE1	-0.113093742	-0.369584702
SALL1	-0.721809138	-0.658228816
SALL2	-0.275663086	-0.77340283
SALL3	0.486736867	-0.331852142
SALL4	-0.317905815	-0.645973208
SAMD1	-0.226240789	-0.677322616
SAMD10	-0.152399059	-0.320355197
SAMD11	-0.324020461	-0.163657635
SAMD12	-0.011506725	-0.336187014
SAMD13	-0.51634388	-0.310634228
SAMD14	-0.050250774	-0.408348891
SAMD3	-0.218216752	-1.018825446
SAMD4A	-0.425905827	-0.075080291
SAMD4B	-0.193361617	-0.241727053
SAMD5	-0.304042456	-0.553368848
SAMD7	-0.284651994	-1.612368004
SAMD8	-0.21661011	-0.852138542
SAMD9	0.154020541	0.325225869
SAMD9L	-0.349511916	-0.488409545
SAMHD1	-0.638692917	-0.365541776
SAMM50	-0.27508233	-0.656757849
SAMSN1	0.013537819	-0.283457163
SAP130	-0.560472262	-0.011602839
SAP18	-1.078644137	-0.342655792
SAP30	-0.115037373	-1.099099862
SAP30BP	-1.199353486	-1.406397613
SAP30L	0.166442761	-0.379308186
SAR1A	-0.022784372	-0.857087905
SAR1B	-0.630602922	-0.707784357
SARDH	0.024203317	-0.538986667
SARNP	-1.009691919	-1.729013012
SARS	-1.801982677	-1.01940972
SARS2	-1.076291906	-2.993074907
SART1	-0.507559769	-1.642422806
SART3	-3.643755821	-3.295958482
SASH1	-0.689276362	-0.404093843
SASH3	-0.224954503	0.066636065
SASS6	-0.347417028	0.844362535
SAT1	-0.053083032	-0.570532898
SAT2	-0.510553655	-1.10669208
SATB1	-0.694624265	-1.586756685
SATB2	-0.028749281	-1.830322933
SATL1	0.20514653	-0.35663739
SAV1	-0.200007807	-0.379848799
SBDS	-0.341271759	-0.26690566
SBF1	-0.381893936	-0.260249736
SBF2	-0.442527302	-0.633272392
SBK1	-0.505406105	-0.852006348
SBK2	-0.198124691	-1.062374625
SBNO1	-1.310845689	-1.087990121
SBNO2	-0.005641637	-1.390697966
SBSN	-0.451834561	-1.380222328
SCAF1	-0.340539967	-0.905500975
SCAI	-0.368102059	-0.977767512
SCAMP1	-0.424923761	-1.430798965
SCAMP2	-0.004987024	-0.35748271
SCAMP3	-0.036742677	0.078124947
SCAMP4	-0.693859247	-1.329029475
SCAMP5	0.078309197	-0.868706102
SCAND1	-0.883831429	-0.448428986
SCAND3	-0.493420725	-0.880651192
SCAP	-1.17199059	-1.044501614
SCAPER	-0.356765923	-2.336602138
SCARA3	0.11836643	-0.931926402
SCARA5	-0.253259926	-0.150156645
SCARB1	-0.260507823	-0.818305711
SCARB2	-0.325252077	-0.557535075
SCARF1	0.227012234	0.010141096
SCARF2	-0.276426617	-0.127309123
SCCPDH	-0.214322398	-0.266261377
SCD	-1.064119056	-0.287555671
SCD5	0.132526332	-1.343688822
SCEL	0.130347945	-1.977548539
SCFD1	-0.927739184	-1.406745943
SCFD2	-0.454423058	-1.302259377
SCG2	-0.168818345	-0.467891456
SCG3	-0.710580269	-1.951004804
SCG5	-0.109466627	-0.170045481
SCGB1A1	-0.17673013	-0.947696755
SCGB1C1	-0.467220459	-1.006767021
SCGB1D1	-0.058175099	-0.725567804
SCGB1D2	-0.202522008	-0.145693382
SCGB1D4	-0.202259756	-0.534046782
SCGB2A1	-0.12962882	-1.048123797
SCGB2A2	-0.511636951	-1.318570715
SCGB3A1	0.354946995	-0.648110838
SCGB3A2	-0.0010164	0.023967711
SCGN	-0.627651781	-0.6902853
SCHIP1	-0.101559782	-1.711768568
SCIN	0.131504438	-0.618077411
SCLT1	-0.485345169	-1.127830006
SCLY	0.351775611	-1.133550356
SCMH1	-0.409592769	-0.442542961
SCML1	-0.066512952	0.288743303
SCML2	-0.358617876	-0.558899955
SCML4	-0.00980969	-1.515077413
SCN10A	-0.257694812	-0.137995099
SCN11A	-0.835463835	-0.351578829
SCN1A	-0.145295779	-0.993416897
SCN1B	0.566933054	-0.501774665
SCN2A	-0.450448109	0.045185695
SCN2B	-0.731511786	-1.588472761
SCN3A	-0.277184875	-1.549358955
SCN3B	0.101982035	0.612724501
SCN4A	-0.464891821	-0.399695336
SCN4B	-0.851258917	-2.772421702
SCN5A	-0.279177805	-0.94128008
SCN7A	-0.665435405	-0.912937044
SCN8A	-0.276100123	-1.036581661
SCN9A	-0.62833055	-0.460964922
SCNM1	0.187199798	-0.328272128
SCNN1A	-0.613424611	-0.522987287
SCNN1B	-0.577552177	-0.108488488
SCNN1D	-0.885024408	-0.862063307
SCNN1G	-0.021930166	-1.191465792
SCO1	-0.058205206	-0.441595266
SCO2	-0.187562083	-1.020494521
SCOC	-0.445260678	-0.718440497
SCP2	0.032138725	-2.147450169
SCPEP1	-0.172566604	-0.565478391
SCRG1	0.058992572	-0.50183164
SCRIB	-0.532373851	-0.430826232
SCRN1	-0.330640832	-1.043784156
SCRN2	-0.21460535	-0.953755582
SCRN3	-0.547601805	-0.363079259
SCRT1	-0.288289788	-0.382811953
SCRT2	-0.138758625	-1.105557273
SCT	-0.318504218	-1.948961033
SCTR	-0.264293923	-0.689565994
SCUBE1	0.018314596	-0.930963462
SCUBE2	-0.27631098	-0.922494369
SCUBE3	-0.600147118	-0.711915655
SCYL1	-0.708948685	-2.05644013
SCYL2	-0.004028378	-0.032730974
SCYL3	-0.011046688	-0.02439954
SDAD1	-0.89102982	-2.174692836
SDC1	-0.736336832	-0.675130896
SDC2	-0.175371277	-0.657167411
SDC3	-1.157699813	-0.732026944
SDC4	-0.637744312	0.490499874
SDCBP	-0.055473165	-0.828768059
SDCBP2	-0.347654906	-1.473640908
SDCCAG3	-0.531121582	-0.069186198
SDCCAG8	0.024184723	-0.974253543
SDF2	-0.149540937	-0.535799963
SDF2L1	-0.276527996	-0.04352952
SDF4	0.117776962	-0.742681128
SDHA	-0.750705273	-0.221439996
SDHAF1	-0.511990362	-1.256458384
SDHAF2	-0.115752894	-2.227624582
SDHB	-0.48388432	-0.427398686
SDHC	-0.491138531	-1.69818343
SDHD	-0.832304321	-1.346467299
SDK1	0.109952247	0.507124332
SDK2	-0.033604216	-0.702399577
SDPR	-0.096098988	-0.562713508
SDR16C5	-0.079632174	-0.114927116
SDR39U1	-0.266145782	-1.027054106
SDR42E1	-0.335991651	-0.266566019
SDR9C7	-0.298114925	-0.209376815
SDS	-0.278963281	-0.554267411
SDSL	-0.325643238	-1.583828407
SEBOX	-0.324596652	-0.160427958
SEC11A	0.319381191	0.088383074
SEC11C	0.022555565	-0.981781556
SEC13	0.11052757	0.380023181
SEC14L1	0.066390746	-0.66132921
SEC14L2	-0.075731029	-0.498280536
SEC14L3	0.043429595	-1.002103452
SEC14L4	0.076309715	-0.318685001
SEC14L5	-0.692026228	-0.00054719
SEC16A	0.18241471	-0.619042006
SEC16B	0.034587355	-0.93158791
SEC22A	-0.602979712	-0.055735757
SEC22C	-0.358155185	-1.545953188
SEC23A	-0.46372592	-0.3814698
SEC23B	0.187970629	0.415286103
SEC23IP	0.076045706	-2.00467838
SEC24A	-0.747843435	-0.750504144
SEC24B	-0.114722567	-0.724416385
SEC24C	-0.642431638	-0.735310624
SEC24D	-0.602225638	-1.027511584
SEC31A	-0.223826259	-1.390724335
SEC31B	0.013175949	0.453156818
SEC61A1	-2.416280641	-4.345002714
SEC61A2	-0.782002653	0.336866635
SEC61B	-0.955045576	-0.146426815
SEC61G	-0.424425834	-1.703333664
SEC62	-0.750610704	-1.099411856
SEC63	-0.117550079	-0.899629389
SECISBP2	-0.587705074	-0.883815759
SECISBP2L	-0.001145332	-0.301558869
SECTM1	-0.76788799	-0.550485613
SEH1L	-0.378950996	-1.059166231
SEL1L	0.032159749	1.309495307
SEL1L2	0.234084111	0.528231442
SEL1L3	0.090735674	-1.147748548
SELE	-0.316295068	-0.756968602
SELENBP1	-0.156987339	-1.669429796
SELK	-0.531043224	-0.264009537
SELL	-0.124246687	-0.776881827
SELM	-0.396971737	-1.168557781
SELO	-0.476950274	-0.815270184
SELP	-0.828262872	-0.751241902
SELPLG	-0.448063191	-1.416848754
SELT	-0.461848746	-1.236696088
SELV	0.195335274	-0.645372819
SEMA3A	-0.259182026	-0.369429005
SEMA3B	-0.402941829	-0.767222636
SEMA3C	-0.321775435	-0.550754874
SEMA3D	0.328833388	-1.469627046
SEMA3E	-0.361493086	-0.330035499
SEMA3F	-0.156461267	-0.462713935
SEMA3G	-0.476865378	-0.504483857
SEMA4A	-0.48439499	-1.384555366
SEMA4B	-0.442851107	-1.783922994
SEMA4C	-0.023850343	-0.224667889
SEMA4D	-0.044005733	-0.297905063
SEMA4F	-0.083756977	-2.340430048
SEMA4G	-0.33015963	-2.680847352
SEMA5A	0.07276408	-0.441189961
SEMA5B	0.063365369	-0.613994853
SEMA6A	-0.631246953	-1.804190744
SEMA6B	-0.235110928	-0.924125926
SEMA6C	-0.127543273	-0.074708626
SEMA6D	0.163433094	-0.389299737
SEMA7A	-0.067576382	-0.12190102
SEMG1	-0.2501646	-0.6225869
SEMG2	0.097787929	-0.045350986
SENP1	-0.339873353	-0.82610145
SENP2	0.135056317	-0.385605229
SENP3	-0.498835774	-0.276225174
SENP5	0.049942804	-1.057714968
SENP6	-0.722073647	-1.864286994
SENP7	-0.387093032	-0.473994916
SENP8	0.261777276	-0.718608392
SEPHS1	-0.486483389	-0.55797894
SEPHS2	-0.85859186	-0.433975919
SEPN1	-0.132187286	-1.025284045
SEPP1	-0.280297626	-1.016056275
SEPSECS	-0.502894899	-0.407223264
SEPW1	-0.879993976	-0.289064234
SERAC1	0.050773691	-1.404877345
SERBP1	0.028667062	-1.174897493
SERF2	-0.078722227	-0.726137543
SERGEF	-0.37457648	-0.748916708
SERHL2	-0.886892818	-2.631330444
SERINC1	-0.269152211	-0.643630275
SERINC2	0.313695404	0.015296847
SERINC3	-0.713896572	-2.110993512
SERINC4	-0.551608715	-0.70422215
SERINC5	-0.254937275	-1.165545633
SERP1	0.215830572	-0.20131859
SERP2	-0.13983465	-0.705542081
SERPINA1	0.17336138	-0.112079875
SERPINA10	-0.280594236	-1.13004587
SERPINA11	-0.099906769	0.403648379
SERPINA12	-0.52222166	-1.061206192
SERPINA3	0.254603564	-1.074763862
SERPINA4	0.19867408	-0.100106697
SERPINA5	-0.379967703	-0.466294943
SERPINA6	-0.12121193	0.100802272
SERPINA7	-0.105976866	-0.075456091
SERPINA9	-0.183200056	-0.574164055
SERPINB1	-0.30946384	-0.648679417
SERPINB10	-0.537727708	-0.049778032
SERPINB12	-0.203879595	-0.901298974
SERPINB13	-0.080520781	-0.788509562
SERPINB2	0.216271032	-0.262126473
SERPINB3	0.786964209	0.453365618
SERPINB4	-0.043372211	-0.847144754
SERPINB5	0.084800397	-0.180342345
SERPINB6	0.038173652	-0.176932922
SERPINB7	-0.547678606	-1.742993829
SERPINB8	-0.297655857	-1.114165735
SERPINB9	-0.239975243	-0.436735316
SERPINC1	-0.710021719	-1.003080237
SERPIND1	-0.816080637	-0.667900503
SERPINE1	-0.308043773	-1.410492647
SERPINE2	-0.280765285	-2.611007972
SERPINE3	0.167421468	0.231035439
SERPINF1	-0.1364154	-1.052856932
SERPINF2	-0.221545735	-0.160527778
SERPING1	-0.10698246	-0.681276397
SERPINH1	-0.558059004	-0.367654045
SERPINI1	0.107247028	-1.178674287
SERPINI2	0.657923163	-1.179639053
SERTAD1	-0.27591107	-0.53053524
SERTAD2	0.086985934	-0.563096098
SERTAD3	0.093174786	-0.742766318
SERTAD4	-0.101093072	-0.979540569
SESN1	-0.434564415	-0.948457981
SESN2	-0.074652353	-1.880814887
SESN3	-0.157171085	-0.5541098
SESTD1	-0.122356483	-0.00371239
SET	-0.178381991	-0.049581724
SETBP1	-0.228777796	-0.751015028
SETD1A	-1.487211928	-2.941171245
SETD1B	-0.31579041	-0.611832896
SETD2	-0.919045185	-0.466824995
SETD3	-0.118021862	-1.128945779
SETD4	-1.022259165	-2.33732233
SETD5	-0.52378299	-0.884271272
SETD6	0.053950961	-1.274174797
SETD7	0.197444365	-0.100063079
SETD8	-0.453223118	0.059500149
SETDB1	0.251231394	-1.05054091
SETDB2	-0.484452419	-1.354364626
SETMAR	-0.330365878	-1.208006208
SETX	-0.468162102	-0.498277846
SEZ6	-0.365770632	-0.512590946
SEZ6L	-0.325166134	-0.93941597
SEZ6L2	-0.299598231	-1.041524704
SF1	-1.415879579	-1.79517223
SF3A1	-1.022053841	-1.160201958
SF3A2	-0.019590026	-1.704673935
SF3A3	-0.382754179	-0.641999529
SF3B1	-1.492619048	-1.548685318
SF3B14	-0.728513435	-0.990949533
SF3B2	-0.401097956	-1.943005847
SF3B3	-0.845951859	-1.966816356
SF3B4	-0.606876671	-2.37222598
SF3B5	-1.497343048	-1.080184102
SFI1	-0.681442176	-0.969956274
SFMBT1	-0.147984918	-0.950952721
SFMBT2	-0.162217551	-1.182160181
SFN	-0.42448822	-0.140371404
SFPQ	-0.502901321	-2.459735627
SFRP1	0.20057168	-0.515613249
SFRP2	-0.134504954	-1.029115153
SFRP4	0.048731972	-0.607331042
SFRP5	0.148256506	-0.801863552
SFT2D1	-0.148215604	-0.785901371
SFT2D2	-0.706580589	-1.369409577
SFT2D3	-0.484475638	-0.769773788
SFTA2	-0.166730587	-0.444870294
SFTA3	-0.726988746	-2.377099581
SFTPA1	-0.529043529	-1.453607549
SFTPA2	-0.888759238	-1.063346182
SFTPB	-0.299322766	-1.076009848
SFTPC	-0.219690121	-0.707428262
SFTPD	-0.264024142	-1.271522975
SFXN1	-0.265028738	-0.528567339
SFXN2	0.020712116	-0.545101097
SFXN3	-0.393967914	-0.584673378
SFXN4	0.226563154	-0.030835203
SFXN5	-0.055259839	-1.737260405
SGCA	-0.816835306	-1.531689005
SGCB	-0.53140279	-1.74059497
SGCD	-0.748711639	-2.123737344
SGCE	-0.06029406	0.398344627
SGCG	-0.265080262	-0.261518838
SGCZ	0.098451955	-0.645126933
SGIP1	-0.393593047	-0.141842819
SGK1	-0.215314766	-0.220425397
SGK196	-0.082384181	-0.873270503
SGK2	-0.162747879	-0.14476125
SGK223	0.120668102	0.100739865
SGK3	0.03796084	-0.518883361
SGMS1	0.015800224	-0.405066657
SGMS2	-0.536981339	-0.840598326
SGOL1	-0.729091762	-0.794602791
SGOL2	-0.511987862	-0.66962765
SGPL1	-0.045005597	-0.000547387
SGPP1	-0.257995148	-0.745480163
SGPP2	-0.398910755	-0.504340469
SGSH	-0.039317688	-0.5669554
SGSM1	-0.131055049	-1.023284983
SGSM2	-0.176146447	-0.666523317
SGSM3	-0.219071017	-0.868067848
SGTA	-1.026964361	-0.240523161
SGTB	0.108705255	-0.588550802
SH2B1	-0.046931411	-0.995017823
SH2B2	-0.276069184	0.216304665
SH2B3	-0.292422112	-2.492175772
SH2D1A	-0.501882359	0.015130576
SH2D1B	-0.297436853	0.420240494
SH2D2A	-0.33251819	-1.26365511
SH2D3A	-0.353965576	-0.860294009
SH2D3C	-0.047142407	-0.969118904
SH2D4A	-0.001484624	0.086748213
SH2D4B	-0.327030515	-0.201639861
SH2D5	-0.02094888	-1.618764802
SH2D6	-0.47516252	-1.637798329
SH2D7	-0.158733975	-0.438461021
SH3BGR	-0.080139997	-0.301806807
SH3BGRL	-0.145838444	-0.689271886
SH3BGRL2	-0.34479074	-0.526070647
SH3BGRL3	-0.367154624	-0.747066045
SH3BP1	-0.401606671	-0.937497801
SH3BP2	-0.165648596	-0.735678372
SH3BP4	-0.106550482	0.054028691
SH3BP5	-0.303075807	-0.675224063
SH3BP5L	-0.780111018	-1.189946639
SH3D19	0.238275984	-0.263509265
SH3GL1	-0.197872535	-1.069245281
SH3GL2	-0.237642281	-0.154403787
SH3GL3	-0.399389784	-1.119320453
SH3GLB1	0.059480225	-0.309715578
SH3GLB2	-0.27362322	0.111669224
SH3KBP1	-0.061851123	-0.702838098
SH3PXD2A	-0.067252439	-0.308406087
SH3PXD2B	-0.462040061	-0.270141413
SH3RF1	0.051785308	-0.489780875
SH3RF2	-0.530183213	-1.13664765
SH3RF3	0.004251482	0.656297086
SH3TC1	0.044816904	-0.699898499
SH3TC2	-0.380144841	-0.543873467
SH3YL1	-0.436054628	-0.488609281
SHANK1	0.110419752	-0.846802412
SHARPIN	-0.461125207	-1.870799373
SHB	0.187769758	-0.688135909
SHBG	-0.106931784	-0.085624819
SHC1	0.023448814	-1.408486462
SHC2	-0.308887084	-0.001192358
SHC3	-0.296899356	-0.211556701
SHC4	-0.522672754	-0.188144191
SHCBP1	-0.210170827	-0.299555551
SHD	-0.721182671	-0.437676453
SHE	-0.041253886	-0.95182673
SHF	-0.286598833	-1.522959711
SHFM1	-1.390746	-1.904012172
SHH	-0.349289246	-0.545723652
SHISA2	-0.297493683	-1.022000334
SHISA3	-0.176228713	-0.55647622
SHISA4	-1.029595545	-1.077906989
SHISA5	-0.232189981	-0.526145046
SHISA6	-0.741731009	-0.662535578
SHISA7	-0.402230506	-0.633427886
SHISA9	-0.282576003	-0.187667643
SHKBP1	-0.53684412	0.138937091
SHMT1	0.156377755	-0.192852546
SHMT2	-0.268936135	-0.643690664
SHOC2	-0.678959722	0.067499875
SHOX2	-0.592668199	0.031771187
SHPK	-0.143397916	-0.449102971
SHPRH	-0.620491669	0.087445138
SHQ1	-1.435968187	-2.132242627
SHROOM1	-0.30608727	-1.443428271
SHROOM2	0.166866532	0.063514533
SHROOM3	-0.002768021	-1.042727935
SHROOM4	0.08690345	-1.276825928
SI	0.011905632	-1.548602397
SIAE	0.130873947	-0.963691902
SIAH1	-0.634987142	-1.911457587
SIAH2	-0.180080948	-0.404857438
SIAH3	-0.25123077	-0.299284102
SIDT1	0.228040166	-0.823379529
SIDT2	-0.409065896	-0.8690644
SIGIRR	-0.265368	-0.348138619
SIGLEC1	-0.109541405	-1.259528028
SIGLEC10	-0.35454974	-0.443751954
SIGLEC11	-0.041408499	-0.548482752
SIGLEC12	-0.57021815	-0.244578784
SIGLEC14	-0.312120641	-0.060493658
SIGLEC15	-0.323784152	-1.045588355
SIGLEC5	-0.635938477	-0.419985639
SIGLEC6	-0.381248447	-0.831326675
SIGLEC7	-0.017240108	-1.215642199
SIGLEC8	0.446492736	-1.467197244
SIGLEC9	-0.404842282	0.569104836
SIGMAR1	-0.05898549	-0.527833584
SIK1	0.535465599	-0.382329463
SIK2	-0.325957876	0.3064576
SIKE1	-0.473526202	0.135722053
SIL1	-0.762288116	-2.060642754
SIM1	0.058862766	-0.212061867
SIM2	-0.100057643	-0.198750827
SIN3A	-0.317840764	-1.459097179
SIN3B	-0.131790815	-0.279848985
SIPA1	-0.646868192	-1.249829206
SIPA1L1	-0.155303979	-0.463459229
SIPA1L2	0.064430601	-1.107749237
SIPA1L3	-0.445163709	-0.386034412
SIRPA	0.126294965	-2.190315024
SIRPB1	-0.13754413	-0.371589648
SIRPB2	0.173691429	0.00381612
SIRPD	0.363388746	-1.287830835
SIRPG	-0.178010453	-0.677642768
SIRT1	-0.094003481	-1.120546874
SIRT2	-0.309982361	-0.831488405
SIRT3	-0.022004942	-0.96826532
SIRT4	-0.192859077	-1.326749327
SIRT5	-0.290982527	-0.927376814
SIRT6	-0.354913201	-0.05306369
SIRT7	-0.266054081	0.082139253
SIT1	-0.814321005	-0.679685246
SIVA1	-0.250738724	-0.850939744
SIX1	-0.026022807	-2.213437796
SIX2	-0.357276876	-1.347363577
SIX3	0.094442199	-1.132603795
SIX4	-0.185484172	-1.083482526
SIX5	-0.13162721	-0.059749847
SIX6	-0.123304497	-0.448281654
SKA1	-1.112245733	-1.958054454
SKA2	-1.551847294	-3.045758274
SKA3	-0.041210649	-0.593044026
SKAP1	-0.682093614	-1.18901534
SKAP2	-0.45042559	-0.226562652
SKI	0.297492203	-0.432174163
SKIL	0.079603695	0.131590234
SKIV2L	-0.396267701	-2.223726634
SKIV2L2	-0.525538021	-1.277258077
SKP1	0.120432056	-1.293871525
SKP2	-0.061642305	-0.199791706
SLA	-0.208192344	-0.856460137
SLA2	-0.30962832	-1.225865795
SLAIN1	-0.272286062	-1.541001432
SLAIN2	-0.281144408	-1.559709878
SLAMF1	-0.312015317	-1.303111083
SLAMF6	-0.310579994	0.016101939
SLAMF7	-0.615401394	-0.476851751
SLAMF8	-1.301029349	-0.684675641
SLAMF9	-0.229837859	-0.707927001
SLBP	-0.788060639	-0.167271598
SLC10A1	0.076169585	-0.7726557
SLC10A2	0.446428116	-0.648986527
SLC10A3	-0.092875702	-0.178240316
SLC10A4	-0.398642343	-0.387894396
SLC10A5	-0.240668374	0.106754402
SLC10A6	-0.145499268	-1.883759685
SLC10A7	-0.289102218	0.201730069
SLC11A1	-0.334634887	-0.47913673
SLC11A2	-0.354854238	-1.513564273
SLC12A1	-0.447127366	-2.051898502
SLC12A2	0.046971705	-0.950930155
SLC12A3	-0.661105412	-1.163216063
SLC12A4	-0.861347927	-1.178928155
SLC12A5	-0.004079656	-0.360188273
SLC12A6	0.632221878	-0.507720849
SLC12A7	-0.168584229	0.297182666
SLC12A8	0.070667991	-0.393424266
SLC12A9	-1.090550335	-0.311046246
SLC13A1	-0.065057773	0.11058951
SLC13A2	-0.375888767	0.0240941
SLC13A3	-0.01236669	-0.734142842
SLC13A4	-0.709617879	-1.611763404
SLC13A5	-0.065005958	-0.939122188
SLC14A1	-0.270380943	-1.018917646
SLC14A2	-0.232608042	-2.525912834
SLC15A1	-0.366576655	-0.690901525
SLC15A2	-0.311034466	-1.144610541
SLC15A3	-0.288008659	-0.316295925
SLC15A4	-0.22798292	-0.815848083
SLC16A1	-0.343907225	-0.085772812
SLC16A10	0.083054249	-0.708988776
SLC16A11	-0.53048303	-0.154473532
SLC16A12	-0.023793986	-0.555555765
SLC16A13	-0.460739929	-0.652766065
SLC16A14	-0.177271191	0.026973946
SLC16A2	-0.685028408	0.087819736
SLC16A3	-0.369054852	-2.126112466
SLC16A4	-0.774908249	-0.361151082
SLC16A5	-0.467947004	-0.461723492
SLC16A6	-0.365752573	-1.216474644
SLC16A7	-0.576406341	-1.806471578
SLC16A8	0.155645251	-0.138591456
SLC16A9	0.171607888	-0.191023242
SLC17A1	-0.307054619	0.311873446
SLC17A2	-0.770746434	-0.155564564
SLC17A3	-0.236799319	-0.733215665
SLC17A4	-0.07889632	-0.682479477
SLC17A5	0.136663915	-0.022195765
SLC17A6	1.051981921	-0.763190164
SLC17A7	-0.049733435	-1.376953109
SLC17A8	-0.271640828	-1.495841815
SLC17A9	-0.373286167	-0.582350872
SLC18A1	0.056465238	-1.479310153
SLC18A2	-0.047655626	0.0156713
SLC18A3	-0.069865675	-0.563579656
SLC19A1	-0.23703046	0.086831167
SLC19A2	-0.391385589	-1.247250158
SLC19A3	-0.479842018	0.233618672
SLC1A1	-0.591134878	-0.303475949
